Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"4,111,000.00",826.68,"4,973",Nov-22,Land,76.8,"53,529",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"6,800,000.00",720.11,"9,443",Nov-22,Land,66.9,"101,644",999 yrs lease commencing from 1833,07,-
JALAN BESAR CONSERVATION AREA,SERANGOON ROAD,Shop House,"6,800,000.00","1,484.36","4,581",Oct-22,Land,137.9,"49,311",Freehold,08,-
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,"13,000,000.00","1,235.71","10,520",Oct-22,Land,114.8,"113,240",99 yrs lease commencing from 1988,02,-
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,"9,680,000.00","1,436.99","6,736",Oct-22,Land,133.5,"72,509",99 yrs lease commencing from 2000,02,-
N.A.,UPPER PAYA LEBAR ROAD,Shop House,"8,228,000.00","4,055.88","2,029",Oct-22,Land,376.8,"21,837",Freehold,19,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"6,300,000.00","1,216.33","5,180",Oct-22,Land,113,"55,752",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"3,500,000.00","1,226.02","2,855",Oct-22,Land,113.9,"30,729",99 yrs lease commencing from 1995,08,-
N.A.,SIMS AVENUE,Shop House,"3,120,000.00","1,487.58","2,097",Oct-22,Land,138.2,"22,576",Freehold,14,-
N.A.,JALAN BESAR,Shop House,"7,800,000.00","1,706.09","4,572",Oct-22,Land,158.5,"49,211",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"3,500,000.00",724.42,"4,831",Oct-22,Land,67.3,"52,006",99 yrs lease commencing from 2003,07,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"8,000,000.00","1,596.30","5,012",Oct-22,Land,148.3,"53,945",999 yrs lease commencing from 1919,08,-
N.A.,UPPER SERANGOON ROAD,Shop House,"12,000,000.00","3,061.28","3,920",Oct-22,Land,284.4,"42,194",Freehold,19,-
N.A.,SIMS AVENUE,Shop House,"11,200,000.00","5,814.71","1,926",Oct-22,Land,540.2,"20,733",Freehold,14,-
N.A.,BEDOK ROAD,Shop House,"4,200,000.00","1,799.74","2,334",Oct-22,Land,167.2,"25,120",Freehold,16,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"7,220,000.00","1,106.54","6,525",Oct-22,Land,102.8,"70,233",Freehold,07,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,380,000.00",850.36,"7,503",Oct-22,Land,79,"80,759",Freehold,07,-
LITTLE INDIA CONSERVATION AREA,ROWELL ROAD,Shop House,"4,900,000.00","1,062.41","4,612",Oct-22,Land,98.7,"49,645",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"4,500,000.00",836.36,"5,380",Sept-22,Land,77.7,"57,915",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"5,480,000.00","1,937.52","2,828",Sept-22,Land,180,"30,444",Freehold,08,-
N.A.,JALAN BESAR,Shop House,"40,000,000.00","6,584.34","6,075",Sept-22,Land,611.7,"65,392",999 yrs lease commencing from 1926,08,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"9,300,000.00","1,438.07","6,467",Sept-22,Land,133.6,"69,611",99 yrs lease commencing from 1995,08,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000.00","1,023.66","4,884",Sept-22,Land,95.1,"52,576",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"6,380,000.00","1,500.50","4,252",Sept-22,Land,139.4,"45,768",Freehold,15,-
N.A.,SERANGOON ROAD,Shop House,"5,280,000.00","1,314.28","4,017",Sept-22,Land,122.1,"43,243",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,388,000.00","1,322.90","4,829",Sept-22,Land,122.9,"51,977",99 yrs lease commencing from 1952,07,-
TANJONG PAGAR CONSERVATION AREA,NEIL ROAD,Shop House,"9,080,000.00","1,411.16","6,434",Sept-22,Land,131.1,"69,260",99 yrs lease commencing from 1989,02,-
LITTLE INDIA CONSERVATION AREA,CLIVE STREET,Shop House,"4,100,000.00",882.65,"4,645",Sept-22,Land,82,"50,000",Freehold,08,-
N.A.,SYED ALWI ROAD,Shop House,"6,500,000.00","2,484.33","2,616",Sept-22,Land,230.8,"28,163",99 yrs lease commencing from 1999,08,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"6,200,000.00","1,398.24","4,434",Sept-22,Land,129.9,"47,729",99 yrs lease commencing from 2006,07,-
N.A.,OPAL CRESCENT,Shop House,"4,980,000.00","2,912.74","1,710",Sept-22,Land,270.6,"18,404",Freehold,12,-
N.A.,GEYLANG ROAD,Shop House,"11,020,000.00","2,928.88","3,763",Sept-22,Land,272.1,"40,500",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"6,500,000.00","1,436.99","4,523",Sept-22,Land,133.5,"48,689",Freehold,15,-
KAMPONG GLAM CONSERVATION AREA,HAJI LANE,Shop House,"3,800,000.00",392.89,"9,672",Aug-22,Land,36.5,"104,110",999 yrs lease commencing from 1828,07,-
N.A.,CHANGI ROAD,Shop House,"6,700,000.00","1,568.31","4,272",Aug-22,Land,145.7,"45,985",Freehold,14,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,TYRWHITT ROAD,Shop House,"7,300,000.00","1,420.85","5,138",Aug-22,Land,132,"55,303",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"7,150,000.00","1,711.48","4,178",Aug-22,Land,159,"44,969",Freehold,08,-
N.A.,TANJONG KATONG ROAD,Shop House,"5,000,000.00","1,500.50","3,332",Aug-22,Land,139.4,"35,868",Freehold,15,-
N.A.,TYRWHITT ROAD,Shop House,"8,000,000.00","1,653.35","4,839",Aug-22,Land,153.6,"52,083",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"4,600,000.00","1,074.25","4,282",Aug-22,Land,99.8,"46,092",Freehold,08,-
N.A.,UPPER THOMSON ROAD,Shop House,"9,000,000.00","1,632.90","5,512",Aug-22,Land,151.7,"59,328",Freehold,20,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"23,000,000.00","1,664.11","13,821",Aug-22,Land,154.6,"148,771",999 yrs lease commencing from 1833,07,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000.00","1,487.58","3,361",Jul-22,Land,138.2,"36,179",Freehold,14,-
N.A.,SYED ALWI ROAD,Shop House,"6,980,000.00",712.58,"9,795",Jul-22,Land,66.2,"105,438",Freehold,08,-
N.A.,BALESTIER ROAD,Shop House,"5,800,000.00","1,484.36","3,907",Jul-22,Land,137.9,"42,059",Freehold,12,-
LAVENDER PLACE,LAVENDER STREET,Shop House,"71,280,000.00","17,561.47","4,059",Jul-22,Land,"1,631.50","43,690",99 yrs lease commencing from 2016,12,-
N.A.,JOO CHIAT ROAD,Shop House,"3,300,000.00","1,083.93","3,044",Jul-22,Land,100.7,"32,771",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"3,300,000.00","1,105.46","2,985",Jul-22,Land,102.7,"32,132",Freehold,15,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,280,000.00",949.38,"4,508",Jul-22,Land,88.2,"48,526",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,050,000.00",910.63,"4,447",Jul-22,Land,84.6,"47,872",999 yrs lease commencing from 1859,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,350,000.00","1,410.08","3,085",Jul-22,Land,131,"33,206",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,550,000.00","1,420.85","3,202",Jul-22,Land,132,"34,470",Freehold,08,-
DESKER ROAD CONSERVATION AREA,KITCHENER ROAD,Shop House,"8,000,000.00","1,440.22","5,555",Jul-22,Land,133.8,"59,791",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,ROWELL ROAD,Shop House,"4,050,000.00","1,062.41","3,812",Jun-22,Land,98.7,"41,033",Freehold,08,-
N.A.,LEMBU ROAD,Shop House,"6,250,000.00","1,135.60","5,504",Jun-22,Land,105.5,"59,242",Freehold,08,-
HOLLAND VILLAGE,LORONG MAMBONG,Shop House,"12,000,000.00","1,840.64","6,519",Jun-22,Strata,171,"70,175",Freehold,10,-
N.A.,MACPHERSON ROAD,Shop House,"3,700,000.00","1,499.43","2,468",Jun-22,Land,139.3,"26,561",Freehold,13,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"6,200,000.00","1,721.16","3,602",Jun-22,Land,159.9,"38,774",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,MADRAS STREET,Shop House,"1,788,000.00",442.4,"4,042",Jun-22,Land,41.1,"43,504",99 yrs lease commencing from 1993,08,-
N.A.,OPAL CRESCENT,Shop House,"2,800,000.00","1,553.25","1,803",Jun-22,Land,144.3,"19,404",Freehold,12,-
N.A.,ROBERTS LANE,Shop House,"3,500,000.00","1,108.69","3,157",Jun-22,Land,103,"33,981",Freehold,08,-
N.A.,JOO CHIAT ROAD,Shop House,"6,800,000.00",906.33,"7,503",Jun-22,Land,84.2,"80,760",Freehold,15,-
N.A.,RANGOON ROAD,Shop House,"14,000,000.00","5,305.58","2,639",Jun-22,Land,492.9,"28,403",Freehold,08,-
N.A.,BALESTIER ROAD,Shop House,"5,050,000.00","1,417.62","3,562",Jun-22,Land,131.7,"38,345",Freehold,12,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,500,000.00","1,885.85","1,856",Jun-22,Land,175.2,"19,977",Freehold,15,-
LITTLE INDIA CONSERVATION AREA,DESKER ROAD,Shop House,"6,650,000.00","1,060.25","6,272",Jun-22,Land,98.5,"67,513",Freehold,08,-
N.A.,JOO CHIAT PLACE,Shop House,"7,200,000.00","2,563.98","2,808",Jun-22,Land,238.2,"30,227",Freehold,15,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"7,450,000.00","1,008.59","7,387",Jun-22,Land,93.7,"79,509",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,500,000.00",764.24,"4,580",Jun-22,Land,71,"49,296",Freehold,08,-
N.A.,LORONG MAMBONG,Shop House,"6,200,000.00","1,356.26","4,571",Jun-22,Strata,126,"49,206",Freehold,10,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"11,500,000.00","2,527.39","4,550",Jun-22,Land,234.8,"48,978",999 yrs lease commencing from 1859,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"5,000,000.00","1,020.43","4,900",Jun-22,Land,94.8,"52,743",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"5,900,000.00",971.99,"6,070",Jun-22,Land,90.3,"65,338",999 yrs lease commencing from 1833,07,-
N.A.,SYED ALWI ROAD,Shop House,"7,100,000.00","1,975.19","3,595",Jun-22,Land,183.5,"38,692",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"4,200,000.00",988.14,"4,250",Jun-22,Land,91.8,"45,752",999 yrs lease commencing from 1909,08,-
N.A.,BALESTIER ROAD,Shop House,"1,000,000.00","1,536.02",651,Jun-22,Land,142.7,"7,008",99 yrs lease commencing from 1952,12,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,200,000.00","1,223.87","4,249",Jun-22,Land,113.7,"45,734",Freehold,08,-
BUKIT PASOH CONSERVATION AREA,NEIL ROAD,Shop House,"10,500,000.00","1,335.81","7,860",May-22,Land,124.1,"84,609",Freehold,02,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"4,500,000.00","1,250.78","3,598",May-22,Land,116.2,"38,726",99 yrs lease commencing from 1952,07,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"17,000,000.00","3,882.57","4,379",May-22,Land,360.7,"47,131",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"9,000,000.00","1,681.34","5,353",May-22,Land,156.2,"57,618",Freehold,14,-
N.A.,ROBERTS LANE,Shop House,"3,620,000.00","1,123.76","3,221",May-22,Land,104.4,"34,674",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"5,550,000.00","1,385.33","4,006",May-22,Land,128.7,"43,124",999 yrs lease commencing from 1872,08,-
MAYFAIR PARK,JALAN BINGKA,Shop House,"900,000.00","1,054.87",853,May-22,Strata,98,"9,184",98 yrs lease commencing from 1952,21,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"9,300,000.00","1,075.32","8,649",May-22,Land,99.9,"93,093",999 yrs lease commencing from 1872,08,-
N.A.,JALAN BESAR,Shop House,"28,000,000.00","3,266.87","8,571",May-22,Land,303.5,"92,257",Freehold,08,-
