Postal District,Floor Level,Floor Area (SQM),25th Percentile ($ PSM),Median ($PSM),75th Percentile ($PSM),Reference Period
03,Level 1,30 & Below,76.25,100.00,130.95,2022Q4
03,Level 1,>30 - 100,68.17,99.14,151.51,2022Q4
03,Level 1,>100 - 300,47.28,72.50,91.83,2022Q4
03,Level 2 & 3,30 & Below,53.57,80.00,100.00,2022Q4
03,Level 2 & 3,>30 - 100,47.62,51.39,59.38,2022Q4
03,Level 2 & 3,>100 - 300,145.97,147.77,148.60,2022Q4
03,Level 1,30 & Below,61.50,74.43,134.38,2023Q1
03,Level 1,>30 - 100,57.57,78.88,100.85,2023Q1
03,Level 1,>100 - 300,127.91,140.45,149.31,2023Q1
03,Level 2 & 3,30 & Below,59.04,74.04,90.83,2023Q1
03,Level 2 & 3,>30 - 100,57.67,69.54,111.00,2023Q1
03,B1 & Below,30 & Below,161.75,213.50,228.28,2023Q2
03,B1 & Below,>30 - 100,108.21,122.77,125.21,2023Q2
03,Level 1,30 & Below,88.84,121.54,141.94,2023Q2
03,Level 1,>30 - 100,65.26,82.98,140.04,2023Q2
03,Level 1,>100 - 300,130.59,165.48,168.85,2023Q2
03,Level 2 & 3,30 & Below,78.29,94.51,119.64,2023Q2
03,Level 2 & 3,>30 - 100,61.53,83.40,96.42,2023Q2
03,Level 2 & 3,>100 - 300,70.97,101.53,157.64,2023Q2
03,Level 2 & 3,>300,84.06,110.60,135.78,2023Q2
03,B1 & Below,>30 - 100,105.81,112.50,137.46,2023Q3
03,Level 1,30 & Below,56.25,100.00,100.00,2023Q3
03,Level 1,>30 - 100,60.61,141.18,191.70,2023Q3
03,Level 1,>100 - 300,73.18,94.75,144.45,2023Q3
03,Level 1,>300,63.30,63.50,102.03,2023Q3
03,Level 2 & 3,30 & Below,70.09,90.00,108.93,2023Q3
03,Level 2 & 3,>30 - 100,64.19,81.77,115.23,2023Q3
03,B1 & Below,30 & Below,372.01,377.35,458.82,2023Q4
03,Level 1,30 & Below,85.00,326.96,647.68,2023Q4
03,Level 1,>30 - 100,96.37,118.99,137.21,2023Q4
03,Level 1,>100 - 300,83.90,125.38,165.15,2023Q4
03,Level 2 & 3,30 & Below,82.35,100.00,122.22,2023Q4
03,Level 2 & 3,>30 - 100,60.17,113.81,153.83,2023Q4
03,Level 2 & 3,>100 - 300,135.08,170.30,189.02,2023Q4
03,Level 1,30 & Below,83.57,134.88,143.49,2024Q1
03,Level 1,>30 - 100,96.00,103.23,141.51,2024Q1
03,Level 1,>100 - 300,72.23,84.62,97.69,2024Q1
03,Level 2 & 3,30 & Below,65.22,93.75,115.38,2024Q1
03,Level 2 & 3,>30 - 100,74.24,75.00,85.71,2024Q1
03,B1 & Below,30 & Below,366.39,369.07,433.50,2024Q2
03,Level 1,30 & Below,98.22,117.47,153.46,2024Q2
03,Level 1,>30 - 100,92.49,166.26,227.66,2024Q2
03,Level 1,>100 - 300,74.36,99.68,130.29,2024Q2
03,Level 2 & 3,30 & Below,73.49,94.68,106.67,2024Q2
03,Level 2 & 3,>30 - 100,51.27,72.75,74.93,2024Q2
03,B1 & Below,30 & Below,403.73,499.86,518.30,2024Q3
03,B1 & Below,>30 - 100,244.28,385.43,407.95,2024Q3
03,Level 1,30 & Below,94.44,107.14,175.00,2024Q3
03,Level 1,>30 - 100,77.68,109.48,128.40,2024Q3
03,Level 1,>100 - 300,80.91,142.12,166.82,2024Q3
03,Level 2 & 3,30 & Below,70.31,91.17,123.77,2024Q3
03,Level 2 & 3,>30 - 100,69.98,98.22,216.68,2024Q3
03,Level 2 & 3,>100 - 300,186.83,195.60,236.32,2024Q3
03,B1 & Below,>100 - 300,77.97,85.98,91.97,2024Q4
03,Level 1,30 & Below,66.07,90.58,98.29,2024Q4
03,Level 1,>30 - 100,92.84,123.33,134.15,2024Q4
03,Level 2 & 3,30 & Below,84.79,90.78,101.53,2024Q4
03,Level 2 & 3,>30 - 100,63.07,70.31,80.03,2024Q4
03,B1 & Below,>30 - 100,387.76,402.95,412.47,2025Q1
03,Level 1,30 & Below,69.95,94.23,124.04,2025Q1
03,Level 1,>30 - 100,93.75,112.97,173.56,2025Q1
03,Level 2 & 3,30 & Below,77.08,83.33,93.33,2025Q1
03,Level 2 & 3,>30 - 100,75.56,138.71,211.21,2025Q1
03,B1 & Below,30 & Below,161.81,367.10,410.07,2025Q2
03,B1 & Below,>30 - 100,124.88,387.33,429.22,2025Q2
03,Level 1,30 & Below,111.25,136.51,157.69,2025Q2
03,Level 1,>30 - 100,107.76,153.85,276.69,2025Q2
03,Level 1,>100 - 300,71.93,116.25,145.28,2025Q2
03,Level 2 & 3,30 & Below,74.43,91.41,113.50,2025Q2
03,Level 2 & 3,>30 - 100,64.52,71.84,212.91,2025Q2
04,B1 & Below,30 & Below,683.33,841.67,970.00,2021Q1
04,Level 1,30 & Below,303.13,333.33,480.48,2021Q1
04,Level 1,>30 - 100,150.56,289.57,308.02,2021Q1
04,Level 1,>100 - 300,54.76,74.00,115.45,2021Q1
04,Level 2 & 3,>30 - 100,99.56,132.22,302.05,2021Q1
04,Level 2 & 3,>100 - 300,124.60,148.48,159.40,2021Q1
04,B1 & Below,30 & Below,556.03,835.42,959.38,2021Q2
04,B1 & Below,>100 - 300,207.84,235.84,273.14,2021Q2
04,Level 1,>30 - 100,228.86,297.84,436.90,2021Q2
04,Level 1,>100 - 300,143.31,277.08,443.94,2021Q2
04,Level 1,>300,36.91,57.21,85.04,2021Q2
04,Level 2 & 3,30 & Below,245.17,340.09,427.82,2021Q2
04,Level 2 & 3,>30 - 100,103.48,165.69,356.68,2021Q2
04,Level 2 & 3,>100 - 300,82.54,149.46,186.40,2021Q2
04,Level 2 & 3,>300,51.26,115.01,146.85,2021Q2
04,B1 & Below,30 & Below,836.04,897.08,926.99,2021Q3
04,B1 & Below,>100 - 300,219.88,266.03,312.69,2021Q3
04,Level 1,>30 - 100,365.13,427.60,487.18,2021Q3
04,Level 1,>100 - 300,209.25,282.06,340.34,2021Q3
04,Level 1,>300,55.84,76.50,136.41,2021Q3
04,Level 2 & 3,30 & Below,520.89,540.52,545.26,2021Q3
04,Level 2 & 3,>30 - 100,285.83,348.93,382.43,2021Q3
04,Level 2 & 3,>100 - 300,107.64,179.45,231.53,2021Q3
04,Level 2 & 3,>300,64.33,115.35,129.87,2021Q3
04,B1 & Below,>30 - 100,410.75,444.08,445.40,2021Q4
04,B1 & Below,>100 - 300,127.33,195.60,248.59,2021Q4
04,Level 1,30 & Below,390.59,503.11,565.46,2021Q4
04,Level 1,>30 - 100,67.64,182.54,369.01,2021Q4
04,Level 1,>100 - 300,92.60,129.08,227.77,2021Q4
04,Level 2 & 3,30 & Below,143.40,238.89,271.38,2021Q4
04,Level 2 & 3,>30 - 100,177.11,282.76,291.39,2021Q4
04,Level 2 & 3,>100 - 300,159.54,240.93,275.38,2021Q4
04,Level 2 & 3,>300,104.73,116.09,166.85,2021Q4
04,B1 & Below,>100 - 300,108.33,197.29,342.44,2022Q1
04,Level 1,>30 - 100,81.27,128.91,210.96,2022Q1
04,Level 1,>300,97.02,183.00,199.35,2022Q1
04,Level 2 & 3,>30 - 100,121.63,164.96,304.70,2022Q1
04,Level 2 & 3,>100 - 300,179.41,310.83,346.55,2022Q1
04,B1 & Below,30 & Below,560.85,651.79,757.14,2022Q2
04,B1 & Below,>30 - 100,361.54,375.02,391.02,2022Q2
04,B1 & Below,>100 - 300,199.48,207.60,220.74,2022Q2
04,Level 1,30 & Below,168.23,296.75,465.32,2022Q2
04,Level 1,>30 - 100,133.44,184.64,369.22,2022Q2
04,Level 1,>100 - 300,101.98,160.08,318.48,2022Q2
04,Level 1,>300,66.82,124.55,177.67,2022Q2
04,Level 2 & 3,30 & Below,154.05,224.70,380.31,2022Q2
04,Level 2 & 3,>30 - 100,220.55,305.12,331.42,2022Q2
04,Level 2 & 3,>100 - 300,44.11,111.90,169.95,2022Q2
04,Level 2 & 3,>300,150.18,167.90,187.04,2022Q2
04,B1 & Below,30 & Below,615.06,923.33,933.54,2022Q3
04,Level 1,>30 - 100,119.53,293.93,389.28,2022Q3
04,Level 1,>100 - 300,86.83,159.09,319.09,2022Q3
04,Level 1,>300,30.78,60.82,110.10,2022Q3
04,Level 2 & 3,>30 - 100,113.02,166.85,239.08,2022Q3
04,Level 2 & 3,>100 - 300,191.68,269.00,274.50,2022Q3
04,Level 2 & 3,>300,73.56,82.55,95.61,2022Q3
04,B1 & Below,>100 - 300,117.06,129.83,142.00,2022Q4
04,Level 1,30 & Below,98.81,256.43,545.45,2022Q4
04,Level 1,>30 - 100,104.13,225.00,374.28,2022Q4
04,Level 1,>100 - 300,63.48,83.95,184.52,2022Q4
04,Level 1,>300,23.12,39.40,187.99,2022Q4
04,Level 2 & 3,30 & Below,53.98,198.04,259.25,2022Q4
04,Level 2 & 3,>30 - 100,144.24,264.24,344.42,2022Q4
04,Level 2 & 3,>100 - 300,135.34,187.04,240.07,2022Q4
04,Level 2 & 3,>300,28.18,35.41,48.15,2022Q4
04,B1 & Below,30 & Below,883.33,900.00,925.00,2023Q1
04,Level 1,30 & Below,627.62,646.67,705.26,2023Q1
04,Level 1,>30 - 100,136.91,193.63,320.10,2023Q1
04,Level 1,>100 - 300,91.55,142.76,208.04,2023Q1
04,Level 1,>300,59.80,88.77,128.48,2023Q1
04,Level 2 & 3,>30 - 100,166.85,296.01,401.36,2023Q1
04,Level 2 & 3,>100 - 300,145.71,183.54,229.11,2023Q1
04,Level 2 & 3,>300,57.43,86.49,126.51,2023Q1
04,B1 & Below,30 & Below,880.21,908.33,978.13,2023Q2
04,B1 & Below,>100 - 300,119.15,169.10,257.03,2023Q2
04,Level 1,30 & Below,195.74,249.81,496.88,2023Q2
04,Level 1,>30 - 100,140.32,200.25,287.18,2023Q2
04,Level 1,>100 - 300,109.87,177.50,275.40,2023Q2
04,Level 1,>300,75.31,98.31,145.47,2023Q2
04,Level 2 & 3,>30 - 100,170.19,203.58,318.68,2023Q2
04,Level 2 & 3,>100 - 300,77.23,151.06,196.99,2023Q2
04,Level 2 & 3,>300,120.55,135.18,204.04,2023Q2
04,B1 & Below,30 & Below,572.18,821.43,863.84,2023Q3
04,Level 1,>30 - 100,128.93,148.43,329.42,2023Q3
04,Level 1,>100 - 300,65.33,175.11,231.75,2023Q3
04,Level 1,>300,138.85,176.31,198.53,2023Q3
04,Level 2 & 3,>30 - 100,154.23,216.55,357.19,2023Q3
04,Level 2 & 3,>100 - 300,105.42,185.24,260.40,2023Q3
04,B1 & Below,>30 - 100,401.44,490.73,503.29,2023Q4
04,B1 & Below,>100 - 300,306.78,315.34,405.43,2023Q4
04,Level 1,>30 - 100,172.48,186.70,359.98,2023Q4
04,Level 1,>100 - 300,106.84,142.26,176.99,2023Q4
04,Level 1,>300,91.26,127.28,205.32,2023Q4
04,Level 2 & 3,>30 - 100,91.51,146.31,412.50,2023Q4
04,Level 2 & 3,>100 - 300,84.31,101.66,121.73,2023Q4
04,Level 2 & 3,>300,156.14,255.64,258.76,2023Q4
04,B1 & Below,30 & Below,692.40,"1,017.50","1,087.50",2024Q1
04,B1 & Below,>100 - 300,175.83,255.50,303.64,2024Q1
04,Level 1,>30 - 100,117.08,149.43,388.32,2024Q1
04,Level 1,>100 - 300,125.39,169.77,268.23,2024Q1
04,Level 1,>300,86.38,123.13,162.57,2024Q1
04,Level 2 & 3,>30 - 100,129.07,216.50,272.15,2024Q1
04,Level 2 & 3,>100 - 300,269.83,280.42,307.42,2024Q1
04,B1 & Below,30 & Below,922.92,964.19,"1,026.04",2024Q2
04,B1 & Below,>100 - 300,244.62,290.52,358.30,2024Q2
04,Level 1,30 & Below,411.76,637.58,700.83,2024Q2
04,Level 1,>30 - 100,161.75,165.39,291.80,2024Q2
04,Level 1,>100 - 300,155.96,168.10,225.23,2024Q2
04,Level 2 & 3,30 & Below,359.70,490.22,565.93,2024Q2
04,Level 2 & 3,>30 - 100,206.67,335.29,396.62,2024Q2
04,Level 2 & 3,>100 - 300,202.58,234.65,272.20,2024Q2
04,Level 2 & 3,>300,63.87,103.75,150.42,2024Q2
04,B1 & Below,30 & Below,635.58,815.22,956.25,2024Q3
04,B1 & Below,>30 - 100,394.38,395.88,469.28,2024Q3
04,B1 & Below,>100 - 300,297.60,337.05,362.80,2024Q3
04,Level 1,>30 - 100,94.90,161.46,349.57,2024Q3
04,Level 1,>100 - 300,165.31,395.45,458.41,2024Q3
04,Level 2 & 3,>30 - 100,221.13,333.68,411.33,2024Q3
04,Level 2 & 3,>100 - 300,154.82,194.87,209.36,2024Q3
04,Level 2 & 3,>300,111.73,118.56,120.59,2024Q3
04,B1 & Below,30 & Below,953.33,954.17,"1,042.08",2024Q4
04,B1 & Below,>30 - 100,377.70,389.28,446.95,2024Q4
04,Level 1,30 & Below,109.24,162.76,328.02,2024Q4
04,Level 1,>30 - 100,135.19,279.50,511.27,2024Q4
04,Level 1,>100 - 300,61.22,92.54,191.32,2024Q4
04,Level 1,>300,73.83,85.66,162.50,2024Q4
04,Level 2 & 3,>30 - 100,185.06,321.73,393.85,2024Q4
04,Level 2 & 3,>300,142.96,154.42,168.80,2024Q4
04,B1 & Below,>30 - 100,389.65,433.11,434.40,2025Q1
04,B1 & Below,>100 - 300,315.35,356.82,399.40,2025Q1
04,Level 1,>30 - 100,160.80,261.36,488.82,2025Q1
04,Level 1,>100 - 300,101.35,112.85,165.31,2025Q1
04,Level 2 & 3,>30 - 100,142.63,220.30,330.66,2025Q1
04,Level 2 & 3,>100 - 300,222.93,361.90,369.93,2025Q1
04,Level 2 & 3,>300,74.46,158.17,224.55,2025Q1
04,B1 & Below,>30 - 100,215.99,280.21,361.66,2025Q2
04,B1 & Below,>100 - 300,190.61,282.10,356.73,2025Q2
04,Level 1,30 & Below,99.70,107.91,300.68,2025Q2
04,Level 1,>30 - 100,80.20,142.12,172.97,2025Q2
04,Level 1,>100 - 300,116.32,136.38,185.78,2025Q2
04,Level 2 & 3,>30 - 100,168.46,205.92,446.99,2025Q2
04,Level 2 & 3,>100 - 300,118.94,316.16,339.67,2025Q2
04,Level 2 & 3,>300,116.98,132.35,192.21,2025Q2
05,Level 1,30 & Below,38.46,60.71,159.09,2021Q1
05,Level 1,>30 - 100,34.70,58.06,75.36,2021Q1
05,Level 1,>100 - 300,59.47,64.70,75.51,2021Q1
05,Level 2 & 3,>30 - 100,68.37,108.45,133.05,2021Q1
05,Level 2 & 3,>100 - 300,64.58,76.32,193.74,2021Q1
05,Level 4 & Above,30 & Below,60.66,72.92,165.76,2021Q1
05,Level 4 & Above,>30 - 100,185.57,199.29,220.27,2021Q1
05,B1 & Below,30 & Below,33.33,35.71,40.07,2021Q2
05,Level 1,30 & Below,44.04,67.71,186.44,2021Q2
05,Level 1,>30 - 100,52.43,61.86,113.20,2021Q2
05,Level 1,>100 - 300,75.46,92.51,131.35,2021Q2
05,Level 2 & 3,>30 - 100,78.36,102.35,113.21,2021Q2
05,Level 2 & 3,>100 - 300,65.48,102.39,125.49,2021Q2
05,B1 & Below,30 & Below,33.33,35.71,328.23,2021Q3
05,B1 & Below,>30 - 100,91.10,114.48,163.63,2021Q3
05,B1 & Below,>100 - 300,109.17,113.29,163.63,2021Q3
05,Level 1,30 & Below,38.28,50.00,67.95,2021Q3
05,Level 1,>30 - 100,47.67,66.67,112.58,2021Q3
05,Level 1,>100 - 300,57.30,67.34,100.56,2021Q3
05,Level 1,>300,77.22,91.20,134.75,2021Q3
05,Level 2 & 3,>30 - 100,90.16,129.04,226.21,2021Q3
05,Level 2 & 3,>100 - 300,113.41,162.59,208.62,2021Q3
05,B1 & Below,30 & Below,34.44,42.86,45.39,2021Q4
05,B1 & Below,>100 - 300,78.53,102.26,120.58,2021Q4
05,Level 1,30 & Below,46.57,74.46,198.83,2021Q4
05,Level 1,>30 - 100,39.79,50.86,102.34,2021Q4
05,Level 1,>100 - 300,78.93,83.40,89.16,2021Q4
05,Level 2 & 3,30 & Below,130.00,135.29,199.12,2021Q4
05,Level 2 & 3,>30 - 100,69.82,100.15,145.82,2021Q4
05,Level 2 & 3,>100 - 300,57.98,102.98,114.74,2021Q4
05,Level 4 & Above,>30 - 100,200.23,231.41,253.60,2021Q4
05,B1 & Below,30 & Below,39.29,53.57,60.71,2022Q1
05,B1 & Below,>30 - 100,82.80,102.13,175.99,2022Q1
05,B1 & Below,>100 - 300,93.54,106.80,109.07,2022Q1
05,Level 1,30 & Below,46.15,53.08,125.73,2022Q1
05,Level 1,>30 - 100,49.29,64.00,78.45,2022Q1
05,Level 2 & 3,30 & Below,203.59,344.44,409.01,2022Q1
05,Level 2 & 3,>30 - 100,91.13,112.02,152.58,2022Q1
05,Level 2 & 3,>100 - 300,82.23,88.73,109.46,2022Q1
05,Level 4 & Above,>30 - 100,114.29,160.25,224.14,2022Q1
05,B1 & Below,30 & Below,165.08,531.82,587.67,2022Q2
05,B1 & Below,>30 - 100,244.60,246.00,253.86,2022Q2
05,B1 & Below,>100 - 300,139.10,166.86,177.47,2022Q2
05,Level 1,30 & Below,46.43,51.21,51.92,2022Q2
05,Level 1,>30 - 100,67.76,76.84,92.55,2022Q2
05,Level 1,>100 - 300,87.39,98.59,99.21,2022Q2
05,Level 2 & 3,>30 - 100,70.70,100.38,132.48,2022Q2
05,Level 2 & 3,>100 - 300,62.80,77.80,152.11,2022Q2
05,B1 & Below,30 & Below,35.71,50.00,57.14,2022Q3
05,B1 & Below,>30 - 100,59.74,110.83,158.92,2022Q3
05,B1 & Below,>100 - 300,142.52,147.71,175.81,2022Q3
05,Level 1,30 & Below,47.62,69.23,152.94,2022Q3
05,Level 1,>30 - 100,70.59,84.62,132.24,2022Q3
05,Level 1,>100 - 300,80.75,87.35,90.70,2022Q3
05,Level 2 & 3,30 & Below,98.55,127.10,161.46,2022Q3
05,Level 2 & 3,>30 - 100,85.58,118.62,123.42,2022Q3
05,Level 2 & 3,>100 - 300,79.30,92.63,105.05,2022Q3
05,B1 & Below,30 & Below,38.84,43.65,65.28,2022Q4
05,Level 1,30 & Below,44.29,68.51,91.23,2022Q4
05,Level 1,>30 - 100,48.45,91.97,124.93,2022Q4
05,Level 1,>100 - 300,26.69,27.43,59.07,2022Q4
05,Level 2 & 3,>30 - 100,76.41,101.50,235.77,2022Q4
05,Level 2 & 3,>100 - 300,107.87,111.25,286.63,2022Q4
05,Level 2 & 3,>300,33.31,41.55,43.38,2022Q4
05,Level 4 & Above,30 & Below,177.97,303.45,327.97,2022Q4
05,Level 4 & Above,>30 - 100,108.82,288.30,310.87,2022Q4
05,Level 4 & Above,>100 - 300,221.17,230.71,235.89,2022Q4
05,B1 & Below,30 & Below,39.62,40.63,63.73,2023Q1
05,B1 & Below,>30 - 100,100.45,124.59,136.66,2023Q1
05,Level 1,30 & Below,55.77,66.67,76.92,2023Q1
05,Level 1,>30 - 100,64.94,94.36,103.62,2023Q1
05,Level 1,>100 - 300,88.23,95.85,132.88,2023Q1
05,Level 1,>300,47.24,50.49,54.93,2023Q1
05,Level 2 & 3,>30 - 100,102.60,103.33,137.39,2023Q1
05,Level 2 & 3,>100 - 300,84.19,106.72,191.90,2023Q1
05,Level 2 & 3,>300,45.19,65.13,65.63,2023Q1
05,Level 4 & Above,>30 - 100,165.30,197.54,241.49,2023Q1
05,B1 & Below,30 & Below,42.86,42.86,50.00,2023Q2
05,B1 & Below,>30 - 100,244.90,371.20,450.10,2023Q2
05,B1 & Below,>300,80.38,87.41,116.02,2023Q2
05,Level 1,30 & Below,56.00,64.29,84.62,2023Q2
05,Level 1,>30 - 100,48.95,65.25,125.43,2023Q2
05,Level 1,>100 - 300,81.83,94.48,109.90,2023Q2
05,Level 2 & 3,>30 - 100,164.10,194.09,288.14,2023Q2
05,Level 2 & 3,>100 - 300,119.28,163.07,176.95,2023Q2
05,Level 4 & Above,>30 - 100,192.07,226.86,238.17,2023Q2
05,Level 4 & Above,>100 - 300,257.29,264.63,274.41,2023Q2
05,B1 & Below,30 & Below,57.14,64.29,358.67,2023Q3
05,B1 & Below,>30 - 100,97.42,153.44,236.58,2023Q3
05,Level 1,30 & Below,50.00,78.57,96.86,2023Q3
05,Level 1,>30 - 100,62.37,86.21,125.44,2023Q3
05,Level 1,>100 - 300,91.53,93.81,103.57,2023Q3
05,Level 2 & 3,>30 - 100,64.65,106.55,123.85,2023Q3
05,Level 2 & 3,>100 - 300,61.35,100.31,112.30,2023Q3
05,Level 4 & Above,>30 - 100,205.11,269.71,271.93,2023Q3
05,B1 & Below,30 & Below,47.71,57.14,71.43,2023Q4
05,B1 & Below,>30 - 100,411.58,430.39,494.48,2023Q4
05,B1 & Below,>100 - 300,86.36,94.47,133.67,2023Q4
05,Level 1,30 & Below,56.73,62.91,82.15,2023Q4
05,Level 1,>30 - 100,59.68,79.66,160.92,2023Q4
05,Level 1,>100 - 300,59.00,91.77,100.09,2023Q4
05,Level 2 & 3,>30 - 100,125.21,144.18,182.95,2023Q4
05,Level 2 & 3,>100 - 300,110.45,165.87,210.21,2023Q4
05,Level 4 & Above,30 & Below,362.54,425.93,864.44,2023Q4
05,Level 4 & Above,>30 - 100,262.51,269.69,270.62,2023Q4
05,Level 4 & Above,>100 - 300,211.12,216.27,231.72,2023Q4
05,B1 & Below,30 & Below,46.43,48.21,55.36,2024Q1
05,Level 1,30 & Below,60.58,81.49,144.43,2024Q1
05,Level 1,>30 - 100,83.26,145.31,254.40,2024Q1
05,Level 1,>100 - 300,113.31,135.99,139.47,2024Q1
05,Level 2 & 3,30 & Below,206.93,312.86,353.15,2024Q1
05,Level 2 & 3,>30 - 100,101.15,113.14,193.88,2024Q1
05,Level 4 & Above,>30 - 100,97.43,124.76,184.74,2024Q1
05,B1 & Below,30 & Below,44.35,183.21,642.56,2024Q2
05,B1 & Below,>30 - 100,121.38,131.14,165.62,2024Q2
05,Level 1,30 & Below,57.69,83.33,120.00,2024Q2
05,Level 1,>30 - 100,59.70,75.36,93.61,2024Q2
05,Level 1,>100 - 300,82.70,94.91,106.12,2024Q2
05,Level 2 & 3,>30 - 100,109.34,125.75,144.67,2024Q2
05,Level 2 & 3,>100 - 300,92.47,121.52,161.18,2024Q2
05,Level 2 & 3,>300,101.30,106.33,108.80,2024Q2
05,Level 4 & Above,>30 - 100,145.74,187.56,229.28,2024Q2
05,B1 & Below,30 & Below,56.40,74.60,153.89,2024Q3
05,B1 & Below,>100 - 300,122.23,150.87,155.29,2024Q3
05,Level 1,30 & Below,52.62,62.30,91.61,2024Q3
05,Level 1,>30 - 100,56.19,86.76,110.00,2024Q3
05,Level 1,>100 - 300,58.46,104.45,135.17,2024Q3
05,Level 2 & 3,>30 - 100,81.44,87.93,154.39,2024Q3
05,Level 2 & 3,>100 - 300,76.41,77.53,111.94,2024Q3
05,B1 & Below,30 & Below,54.69,56.70,58.04,2024Q4
05,B1 & Below,>100 - 300,83.79,87.10,88.98,2024Q4
05,Level 1,30 & Below,74.83,91.40,161.86,2024Q4
05,Level 1,>30 - 100,88.82,139.48,199.71,2024Q4
05,Level 2 & 3,30 & Below,101.34,102.05,127.64,2024Q4
05,Level 2 & 3,>30 - 100,83.43,102.16,158.61,2024Q4
05,Level 2 & 3,>100 - 300,98.29,106.42,124.84,2024Q4
05,Level 4 & Above,>30 - 100,169.25,261.00,305.94,2024Q4
05,B1 & Below,30 & Below,46.88,47.37,50.00,2025Q1
05,B1 & Below,>30 - 100,209.75,215.29,238.39,2025Q1
05,Level 1,30 & Below,60.77,71.43,110.29,2025Q1
05,Level 1,>30 - 100,80.31,83.44,111.18,2025Q1
05,Level 1,>100 - 300,79.18,99.02,121.28,2025Q1
05,Level 2 & 3,>30 - 100,144.47,161.02,253.37,2025Q1
05,Level 4 & Above,>30 - 100,140.60,228.43,288.86,2025Q1
05,B1 & Below,30 & Below,51.56,704.96,764.01,2025Q2
05,B1 & Below,>30 - 100,280.23,364.16,419.49,2025Q2
05,B1 & Below,>100 - 300,107.49,153.68,191.53,2025Q2
05,Level 1,30 & Below,69.46,94.81,199.85,2025Q2
05,Level 1,>30 - 100,68.02,116.51,178.23,2025Q2
05,Level 1,>100 - 300,65.10,92.44,117.14,2025Q2
05,Level 2 & 3,30 & Below,100.46,102.11,136.56,2025Q2
05,Level 2 & 3,>30 - 100,101.95,117.13,158.06,2025Q2
05,Level 2 & 3,>100 - 300,65.66,82.88,96.88,2025Q2
06,B1 & Below,30 & Below,52.13,96.80,273.10,2021Q1
06,B1 & Below,>100 - 300,86.84,102.88,130.08,2021Q1
06,Level 1,30 & Below,72.60,93.47,209.29,2021Q1
06,Level 1,>30 - 100,76.23,78.46,134.73,2021Q1
06,Level 1,>100 - 300,64.58,96.87,125.81,2021Q1
06,Level 2 & 3,30 & Below,43.75,50.00,71.43,2021Q1
06,Level 2 & 3,>30 - 100,51.80,63.29,83.73,2021Q1
06,Level 4 & Above,>30 - 100,40.17,53.13,61.32,2021Q1
06,B1 & Below,30 & Below,83.43,354.68,436.17,2021Q2
06,B1 & Below,>30 - 100,36.21,75.76,90.32,2021Q2
06,B1 & Below,>100 - 300,67.27,83.16,110.03,2021Q2
06,Level 1,30 & Below,109.20,112.04,133.33,2021Q2
06,Level 1,>30 - 100,54.17,84.02,118.60,2021Q2
06,Level 1,>100 - 300,164.85,195.88,273.17,2021Q2
06,Level 2 & 3,30 & Below,50.00,80.00,87.50,2021Q2
06,Level 2 & 3,>30 - 100,42.86,51.61,72.22,2021Q2
06,Level 2 & 3,>100 - 300,37.96,43.86,81.55,2021Q2
06,Level 2 & 3,>300,113.72,163.56,163.56,2021Q2
06,Level 4 & Above,30 & Below,58.17,61.79,75.50,2021Q2
06,Level 4 & Above,>30 - 100,37.44,40.00,46.02,2021Q2
06,B1 & Below,30 & Below,68.22,206.80,463.67,2021Q3
06,B1 & Below,>30 - 100,54.72,69.38,86.91,2021Q3
06,B1 & Below,>100 - 300,119.41,163.64,211.81,2021Q3
06,Level 1,30 & Below,87.00,108.14,156.67,2021Q3
06,Level 1,>30 - 100,97.38,212.66,454.91,2021Q3
06,Level 1,>100 - 300,94.93,227.18,255.48,2021Q3
06,Level 2 & 3,30 & Below,40.00,57.89,89.66,2021Q3
06,Level 2 & 3,>30 - 100,35.62,56.10,76.99,2021Q3
06,Level 2 & 3,>100 - 300,70.79,112.80,136.78,2021Q3
06,Level 2 & 3,>300,88.64,100.14,127.00,2021Q3
06,Level 4 & Above,30 & Below,50.81,65.48,84.03,2021Q3
06,Level 4 & Above,>30 - 100,41.36,45.95,52.02,2021Q3
06,B1 & Below,30 & Below,49.23,85.61,308.12,2021Q4
06,B1 & Below,>30 - 100,55.07,76.47,96.87,2021Q4
06,B1 & Below,>100 - 300,231.87,237.88,250.34,2021Q4
06,Level 1,30 & Below,71.50,97.22,244.53,2021Q4
06,Level 1,>30 - 100,82.86,116.56,245.47,2021Q4
06,Level 1,>100 - 300,146.54,218.25,253.42,2021Q4
06,Level 2 & 3,30 & Below,42.93,50.50,90.88,2021Q4
06,Level 2 & 3,>30 - 100,43.01,65.22,98.82,2021Q4
06,Level 2 & 3,>100 - 300,66.99,125.36,135.42,2021Q4
06,Level 2 & 3,>300,44.61,68.78,89.41,2021Q4
06,Level 4 & Above,30 & Below,65.96,80.89,100.00,2021Q4
06,Level 4 & Above,>30 - 100,38.78,44.35,53.61,2021Q4
06,B1 & Below,30 & Below,42.31,60.00,233.87,2022Q1
06,B1 & Below,>30 - 100,68.88,196.17,229.48,2022Q1
06,B1 & Below,>100 - 300,94.65,112.52,176.11,2022Q1
06,B1 & Below,>300,100.83,103.02,112.87,2022Q1
06,Level 1,30 & Below,51.79,54.00,111.11,2022Q1
06,Level 1,>30 - 100,77.56,170.87,332.32,2022Q1
06,Level 1,>100 - 300,107.72,138.85,388.95,2022Q1
